D:\Udacity car simulator\data\IMG\center_2019_01_20_17_27_10_329.jpg, D:\Udacity car simulator\data\IMG\left_2019_01_20_17_27_10_329.jpg, D:\Udacity car simulator\data\IMG\right_2019_01_20_17_27_10_329.jpg, 0, 0, 0, 7.809165E-05
D:\Udacity car simulator\data\IMG\center_2019_01_20_17_27_10_429.jpg, D:\Udacity car simulator\data\IMG\left_2019_01_20_17_27_10_429.jpg, D:\Udacity car simulator\data\IMG\right_2019_01_20_17_27_10_429.jpg, 0, 0, 0, 7.972842E-05
D:\Udacity car simulator\data\IMG\center_2019_01_20_17_27_10_529.jpg, D:\Udacity car simulator\data\IMG\left_2019_01_20_17_27_10_529.jpg, D:\Udacity car simulator\data\IMG\right_2019_01_20_17_27_10_529.jpg, 0, 0, 0, 7.793545E-05
D:\Udacity car simulator\data\IMG\center_2019_01_20_17_27_10_630.jpg, D:\Udacity car simulator\data\IMG\left_2019_01_20_17_27_10_630.jpg, D:\Udacity car simulator\data\IMG\right_2019_01_20_17_27_10_630.jpg, 0, 0, 0, 7.977266E-05
D:\Udacity car simulator\data\IMG\center_2019_01_20_17_27_10_731.jpg, D:\Udacity car simulator\data\IMG\left_2019_01_20_17_27_10_731.jpg, D:\Udacity car simulator\data\IMG\right_2019_01_20_17_27_10_731.jpg, 0, 0, 0, 7.948783E-05
D:\Udacity car simulator\data\IMG\center_2019_01_20_17_27_10_833.jpg, D:\Udacity car simulator\data\IMG\left_2019_01_20_17_27_10_833.jpg, D:\Udacity car simulator\data\IMG\right_2019_01_20_17_27_10_833.jpg, 0, 0, 0, 7.831178E-05
D:\Udacity car simulator\data\IMG\center_2019_01_20_17_27_10_935.jpg, D:\Udacity car simulator\data\IMG\left_2019_01_20_17_27_10_935.jpg, D:\Udacity car simulator\data\IMG\right_2019_01_20_17_27_10_935.jpg, 0, 0, 0, 7.796066E-05
D:\Udacity car simulator\data\IMG\center_2019_01_20_17_27_11_038.jpg, D:\Udacity car simulator\data\IMG\left_2019_01_20_17_27_11_038.jpg, D:\Udacity car simulator\data\IMG\right_2019_01_20_17_27_11_038.jpg, 0, 0, 0, 7.869685E-05
D:\Udacity car simulator\data\IMG\center_2019_01_20_17_27_11_140.jpg, D:\Udacity car simulator\data\IMG\left_2019_01_20_17_27_11_140.jpg, D:\Udacity car simulator\data\IMG\right_2019_01_20_17_27_11_140.jpg, 0, 0, 0, 7.779072E-05
D:\Udacity car simulator\data\IMG\center_2019_01_20_17_27_11_242.jpg, D:\Udacity car simulator\data\IMG\left_2019_01_20_17_27_11_242.jpg, D:\Udacity car simulator\data\IMG\right_2019_01_20_17_27_11_242.jpg, 0, 0, 0, 7.874584E-05
D:\Udacity car simulator\data\IMG\center_2019_01_20_17_27_11_344.jpg, D:\Udacity car simulator\data\IMG\left_2019_01_20_17_27_11_344.jpg, D:\Udacity car simulator\data\IMG\right_2019_01_20_17_27_11_344.jpg, 0, 0, 0, 7.826618E-05
D:\Udacity car simulator\data\IMG\center_2019_01_20_17_27_11_445.jpg, D:\Udacity car simulator\data\IMG\left_2019_01_20_17_27_11_445.jpg, D:\Udacity car simulator\data\IMG\right_2019_01_20_17_27_11_445.jpg, 0, 0, 0, 7.916623E-05
D:\Udacity car simulator\data\IMG\center_2019_01_20_17_27_11_545.jpg, D:\Udacity car simulator\data\IMG\left_2019_01_20_17_27_11_545.jpg, D:\Udacity car simulator\data\IMG\right_2019_01_20_17_27_11_545.jpg, 0, 0, 0, 7.789141E-05
D:\Udacity car simulator\data\IMG\center_2019_01_20_17_27_11_645.jpg, D:\Udacity car simulator\data\IMG\left_2019_01_20_17_27_11_645.jpg, D:\Udacity car simulator\data\IMG\right_2019_01_20_17_27_11_645.jpg, 0, 0, 0, 7.884501E-05
D:\Udacity car simulator\data\IMG\center_2019_01_20_17_27_11_748.jpg, D:\Udacity car simulator\data\IMG\left_2019_01_20_17_27_11_748.jpg, D:\Udacity car simulator\data\IMG\right_2019_01_20_17_27_11_748.jpg, 0, 0, 0, 7.84564E-05
D:\Udacity car simulator\data\IMG\center_2019_01_20_17_27_11_847.jpg, D:\Udacity car simulator\data\IMG\left_2019_01_20_17_27_11_847.jpg, D:\Udacity car simulator\data\IMG\right_2019_01_20_17_27_11_847.jpg, 0, 0, 0, 7.820639E-05
D:\Udacity car simulator\data\IMG\center_2019_01_20_17_27_11_948.jpg, D:\Udacity car simulator\data\IMG\left_2019_01_20_17_27_11_948.jpg, D:\Udacity car simulator\data\IMG\right_2019_01_20_17_27_11_948.jpg, 0, 0, 0, 7.85905E-05
D:\Udacity car simulator\data\IMG\center_2019_01_20_17_27_12_049.jpg, D:\Udacity car simulator\data\IMG\left_2019_01_20_17_27_12_049.jpg, D:\Udacity car simulator\data\IMG\right_2019_01_20_17_27_12_049.jpg, 0, 0, 0, 7.933417E-05
D:\Udacity car simulator\data\IMG\center_2019_01_20_17_27_12_149.jpg, D:\Udacity car simulator\data\IMG\left_2019_01_20_17_27_12_149.jpg, D:\Udacity car simulator\data\IMG\right_2019_01_20_17_27_12_149.jpg, 0, 0, 0, 8.110283E-05
D:\Udacity car simulator\data\IMG\center_2019_01_20_17_27_12_250.jpg, D:\Udacity car simulator\data\IMG\left_2019_01_20_17_27_12_250.jpg, D:\Udacity car simulator\data\IMG\right_2019_01_20_17_27_12_250.jpg, 0, 0, 0, 7.835308E-05
D:\Udacity car simulator\data\IMG\center_2019_01_20_17_27_12_351.jpg, D:\Udacity car simulator\data\IMG\left_2019_01_20_17_27_12_351.jpg, D:\Udacity car simulator\data\IMG\right_2019_01_20_17_27_12_351.jpg, 0, 0.282743, 0, 0.1773001
D:\Udacity car simulator\data\IMG\center_2019_01_20_17_27_12_454.jpg, D:\Udacity car simulator\data\IMG\left_2019_01_20_17_27_12_454.jpg, D:\Udacity car simulator\data\IMG\right_2019_01_20_17_27_12_454.jpg, 0, 0.5817717, 0, 0.7230806
D:\Udacity car simulator\data\IMG\center_2019_01_20_17_27_12_554.jpg, D:\Udacity car simulator\data\IMG\left_2019_01_20_17_27_12_554.jpg, D:\Udacity car simulator\data\IMG\right_2019_01_20_17_27_12_554.jpg, 0, 0.8830827, 0, 1.616768
D:\Udacity car simulator\data\IMG\center_2019_01_20_17_27_12_655.jpg, D:\Udacity car simulator\data\IMG\left_2019_01_20_17_27_12_655.jpg, D:\Udacity car simulator\data\IMG\right_2019_01_20_17_27_12_655.jpg, 0, 1, 0, 2.770365
D:\Udacity car simulator\data\IMG\center_2019_01_20_17_27_12_757.jpg, D:\Udacity car simulator\data\IMG\left_2019_01_20_17_27_12_757.jpg, D:\Udacity car simulator\data\IMG\right_2019_01_20_17_27_12_757.jpg, 0, 1, 0, 3.94485
D:\Udacity car simulator\data\IMG\center_2019_01_20_17_27_12_858.jpg, D:\Udacity car simulator\data\IMG\left_2019_01_20_17_27_12_858.jpg, D:\Udacity car simulator\data\IMG\right_2019_01_20_17_27_12_858.jpg, 0, 1, 0, 5.11157
D:\Udacity car simulator\data\IMG\center_2019_01_20_17_27_12_958.jpg, D:\Udacity car simulator\data\IMG\left_2019_01_20_17_27_12_958.jpg, D:\Udacity car simulator\data\IMG\right_2019_01_20_17_27_12_958.jpg, -0.02972377, 1, 0, 6.266402
D:\Udacity car simulator\data\IMG\center_2019_01_20_17_27_13_061.jpg, D:\Udacity car simulator\data\IMG\left_2019_01_20_17_27_13_061.jpg, D:\Udacity car simulator\data\IMG\right_2019_01_20_17_27_13_061.jpg, -0.1310959, 1, 0, 7.406484
D:\Udacity car simulator\data\IMG\center_2019_01_20_17_27_13_161.jpg, D:\Udacity car simulator\data\IMG\left_2019_01_20_17_27_13_161.jpg, D:\Udacity car simulator\data\IMG\right_2019_01_20_17_27_13_161.jpg, -0.1890228, 1, 0, 8.533918
D:\Udacity car simulator\data\IMG\center_2019_01_20_17_27_13_264.jpg, D:\Udacity car simulator\data\IMG\left_2019_01_20_17_27_13_264.jpg, D:\Udacity car simulator\data\IMG\right_2019_01_20_17_27_13_264.jpg, -0.2276408, 1, 0, 9.871642
D:\Udacity car simulator\data\IMG\center_2019_01_20_17_27_13_366.jpg, D:\Udacity car simulator\data\IMG\left_2019_01_20_17_27_13_366.jpg, D:\Udacity car simulator\data\IMG\right_2019_01_20_17_27_13_366.jpg, -0.2517771, 1, 0, 10.97464
D:\Udacity car simulator\data\IMG\center_2019_01_20_17_27_13_469.jpg, D:\Udacity car simulator\data\IMG\left_2019_01_20_17_27_13_469.jpg, D:\Udacity car simulator\data\IMG\right_2019_01_20_17_27_13_469.jpg, -0.2517771, 1, 0, 12.19843
D:\Udacity car simulator\data\IMG\center_2019_01_20_17_27_13_570.jpg, D:\Udacity car simulator\data\IMG\left_2019_01_20_17_27_13_570.jpg, D:\Udacity car simulator\data\IMG\right_2019_01_20_17_27_13_570.jpg, -0.2517771, 1, 0, 13.18057
D:\Udacity car simulator\data\IMG\center_2019_01_20_17_27_13_671.jpg, D:\Udacity car simulator\data\IMG\left_2019_01_20_17_27_13_671.jpg, D:\Udacity car simulator\data\IMG\right_2019_01_20_17_27_13_671.jpg, -0.2107455, 1, 0, 14.26869
D:\Udacity car simulator\data\IMG\center_2019_01_20_17_27_13_770.jpg, D:\Udacity car simulator\data\IMG\left_2019_01_20_17_27_13_770.jpg, D:\Udacity car simulator\data\IMG\right_2019_01_20_17_27_13_770.jpg, -0.1504049, 1, 0, 15.22373
D:\Udacity car simulator\data\IMG\center_2019_01_20_17_27_13_872.jpg, D:\Udacity car simulator\data\IMG\left_2019_01_20_17_27_13_872.jpg, D:\Udacity car simulator\data\IMG\right_2019_01_20_17_27_13_872.jpg, -0.1359232, 1, 0, 16.37893
D:\Udacity car simulator\data\IMG\center_2019_01_20_17_27_13_972.jpg, D:\Udacity car simulator\data\IMG\left_2019_01_20_17_27_13_972.jpg, D:\Udacity car simulator\data\IMG\right_2019_01_20_17_27_13_972.jpg, -0.1359232, 1, 0, 17.38295
D:\Udacity car simulator\data\IMG\center_2019_01_20_17_27_14_073.jpg, D:\Udacity car simulator\data\IMG\left_2019_01_20_17_27_14_073.jpg, D:\Udacity car simulator\data\IMG\right_2019_01_20_17_27_14_073.jpg, -0.1359232, 1, 0, 18.4475
D:\Udacity car simulator\data\IMG\center_2019_01_20_17_27_14_175.jpg, D:\Udacity car simulator\data\IMG\left_2019_01_20_17_27_14_175.jpg, D:\Udacity car simulator\data\IMG\right_2019_01_20_17_27_14_175.jpg, -0.1479913, 1, 0, 19.45715
D:\Udacity car simulator\data\IMG\center_2019_01_20_17_27_14_279.jpg, D:\Udacity car simulator\data\IMG\left_2019_01_20_17_27_14_279.jpg, D:\Udacity car simulator\data\IMG\right_2019_01_20_17_27_14_279.jpg, -0.1479913, 1, 0, 20.48352
D:\Udacity car simulator\data\IMG\center_2019_01_20_17_27_14_379.jpg, D:\Udacity car simulator\data\IMG\left_2019_01_20_17_27_14_379.jpg, D:\Udacity car simulator\data\IMG\right_2019_01_20_17_27_14_379.jpg, -0.1504049, 1, 0, 21.47218
D:\Udacity car simulator\data\IMG\center_2019_01_20_17_27_14_481.jpg, D:\Udacity car simulator\data\IMG\left_2019_01_20_17_27_14_481.jpg, D:\Udacity car simulator\data\IMG\right_2019_01_20_17_27_14_481.jpg, -0.1504049, 1, 0, 22.47734
D:\Udacity car simulator\data\IMG\center_2019_01_20_17_27_14_581.jpg, D:\Udacity car simulator\data\IMG\left_2019_01_20_17_27_14_581.jpg, D:\Udacity car simulator\data\IMG\right_2019_01_20_17_27_14_581.jpg, -0.1504049, 1, 0, 23.44942
